frame_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0775255560874939,0.7179334759712219,-3.175819642819988e-07,0.07521657645702362,0.6206566095352173,-0.004540133755654097,0.10943133383989334,0.5240909457206726,-0.008236849680542946,0.14778892695903778,0.45719388127326965,-0.013125359080731869,0.1664171814918518,0.40311530232429504,-0.017266834154725075,0.17832478880882263,0.5088202357292175,-0.012636251747608185,0.2353268414735794,0.4675423502922058,-0.02578912302851677,0.261201411485672,0.4642863869667053,-0.035875964909791946,0.2737928628921509,0.4675457775592804,-0.04267168417572975,0.20966801047325134,0.5557650327682495,-0.018059823662042618,0.23272961378097534,0.5566830039024353,-0.027576791122555733,0.21214137971401215,0.5754476189613342,-0.03196978196501732,0.1885276585817337,0.5860269069671631,-0.03559064865112305,0.22841793298721313,0.6132779717445374,-0.023383071646094322,0.2409098744392395,0.6143646240234375,-0.03116539865732193,0.2218061238527298,0.6299387216567993,-0.024852165952324867,0.19832846522331238,0.6403452754020691,-0.020765168592333794,0.2390117198228836,0.6702538728713989,-0.029498746618628502,0.2487305998802185,0.6739800572395325,-0.03365970775485039,0.22966550290584564,0.6840182542800903,-0.025072284042835236,0.20871317386627197,0.692249059677124,-0.016463693231344223
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09137676656246185,0.6615802049636841,-5.113116685606656e-07,0.09485791623592377,0.5660527348518372,-0.003104769391939044,0.13560038805007935,0.47765299677848816,-0.010673897340893745,0.17817336320877075,0.411883145570755,-0.020233765244483948,0.19205564260482788,0.3515450358390808,-0.02741904743015766,0.19626636803150177,0.4828779101371765,-0.007035248447209597,0.25600579380989075,0.4556082487106323,-0.026124730706214905,0.23789852857589722,0.47357848286628723,-0.037991587072610855,0.2099578082561493,0.4915655255317688,-0.04236681014299393,0.21741938591003418,0.5323856472969055,-0.014264591038227081,0.27556395530700684,0.5133775472640991,-0.023621978238224983,0.2526053190231323,0.5303643941879272,-0.025787873193621635,0.2216937392950058,0.5458123683929443,-0.02694774605333805,0.2312266230583191,0.5874612331390381,-0.022702360525727272,0.28088611364364624,0.572953999042511,-0.029731204733252525,0.2584792673587799,0.5855273604393005,-0.02189883030951023,0.22948408126831055,0.5979307293891907,-0.01655130833387375,0.2390737682580948,0.6429451704025269,-0.031490858644247055,0.2787359952926636,0.6318687796592712,-0.03341775760054588,0.2566409707069397,0.6373107433319092,-0.02307720296084881,0.23144662380218506,0.6427915692329407,-0.014602870680391788
2,0.8237824440002441,0.5852599740028381,-2.7397615554036747e-07,0.8081063032150269,0.49054548144340515,0.004394209943711758,0.7589924931526184,0.42134180665016174,0.00522488122805953,0.706719160079956,0.38157370686531067,0.002667623106390238,0.6838425993919373,0.33500534296035767,-0.0009277381468564272,0.6621469259262085,0.43353116512298584,0.01797899231314659,0.5990710258483887,0.4742014408111572,0.015628701075911522,0.5761857628822327,0.5065463185310364,0.00901770032942295,0.5635842084884644,0.5246268510818481,0.0037943823263049126,0.6504492163658142,0.4817238450050354,0.01058227475732565,0.5867525339126587,0.5154152512550354,0.011540992185473442,0.5630702376365662,0.545296847820282,0.006284557748585939,0.547812283039093,0.5620498061180115,0.0010121084051206708,0.6476953029632568,0.5351172685623169,0.0026460899971425533,0.5859689712524414,0.5596287250518799,0.0008217932772822678,0.5651120543479919,0.5847992897033691,0.0013604301493614912,0.5537439584732056,0.5993771553039551,0.0009593915310688317,0.6523428559303284,0.5919852256774902,-0.0052111707627773285,0.5934309363365173,0.6003929376602173,-0.007491114549338818,0.5704594254493713,0.6149765253067017,-0.0029719106387346983,0.5560581088066101,0.6253374814987183,0.0016315602697432041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.8123666048049927,0.5711995959281921,-1.6397207502905076e-07,0.7946451306343079,0.47286683320999146,0.013829922303557396,0.740515947341919,0.40718337893486023,0.020671114325523376,0.6884328722953796,0.3694181442260742,0.022786563262343407,0.6664029359817505,0.32553577423095703,0.023419460281729698,0.6511765718460083,0.41782987117767334,0.030703455209732056,0.5980009436607361,0.4655351936817169,0.03675921633839607,0.5748642683029175,0.4979613721370697,0.03531397506594658,0.5583099126815796,0.5173146724700928,0.03264869377017021,0.6393818855285645,0.4615013003349304,0.021415675058960915,0.5834404230117798,0.5033923387527466,0.0293111689388752,0.5621021389961243,0.5329300165176392,0.027059821411967278,0.5464072823524475,0.5509485602378845,0.02365667000412941,0.6365860104560852,0.5122470259666443,0.012489141896367073,0.5823455452919006,0.5408231019973755,0.01763218455016613,0.557986319065094,0.5640424489974976,0.01963982731103897,0.541012704372406,0.579833447933197,0.019281702116131783,0.6406993269920349,0.5663129687309265,0.0042907800525426865,0.5892464518547058,0.5767119526863098,0.008280734531581402,0.5655101537704468,0.5883358120918274,0.01472658570855856,0.5467837452888489,0.5973811149597168,0.020035823807120323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.7945899963378906,0.5419338345527649,-2.214300565128724e-07,0.7748032212257385,0.448658287525177,0.0191020667552948,0.7216497659683228,0.3936765789985657,0.027467040345072746,0.6751988530158997,0.35828375816345215,0.029722467064857483,0.6577107310295105,0.31429797410964966,0.030712556093931198,0.639790952205658,0.39236533641815186,0.032583367079496384,0.5891931056976318,0.43968814611434937,0.03663969039916992,0.5670557618141174,0.4743075370788574,0.03531038388609886,0.5516361594200134,0.4966569244861603,0.033458441495895386,0.6261542439460754,0.433020681142807,0.020332956686615944,0.5739618539810181,0.47666287422180176,0.026207147166132927,0.5523282289505005,0.5101062655448914,0.02588401548564434,0.5384954214096069,0.5339710116386414,0.024804065003991127,0.6219296455383301,0.48175564408302307,0.008567681536078453,0.5722987651824951,0.5141013264656067,0.01205928809940815,0.5500354766845703,0.541575014591217,0.015994137153029442,0.5355894565582275,0.5618756413459778,0.01796174794435501,0.6263196468353271,0.5335156917572021,-0.002192470710724592,0.5798613429069519,0.5501853227615356,0.00021811944316141307,0.5570735335350037,0.567426323890686,0.006655194330960512,0.5389480590820312,0.5817945599555969,0.01283067837357521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.7911744117736816,0.521217405796051,-3.189551023297099e-07,0.7599095702171326,0.4387625455856323,0.021034926176071167,0.7124540209770203,0.3889920711517334,0.025602122768759727,0.6761345267295837,0.34748896956443787,0.023850232362747192,0.6616770029067993,0.3036148250102997,0.019922969862818718,0.6430346369743347,0.3765600323677063,0.022770630195736885,0.59288489818573,0.4382956027984619,0.025430314242839813,0.5776001811027527,0.4762279987335205,0.02304019220173359,0.567876935005188,0.49522674083709717,0.01989234797656536,0.634398341178894,0.41413021087646484,0.008555050007998943,0.5845544338226318,0.47088858485221863,0.012373074889183044,0.5719045400619507,0.5022643208503723,0.009683140553534031,0.5670724511146545,0.521304190158844,0.005312562920153141,0.6332531571388245,0.4617677330970764,-0.0037998510524630547,0.5845137238502502,0.5040130019187927,-0.0010471366113051772,0.569227397441864,0.5312010645866394,0.0007477513863705099,0.560417652130127,0.5483256578445435,-0.0006438646814785898,0.6392796635627747,0.5134050846099854,-0.0145138343796134,0.5911125540733337,0.5312537550926208,-0.01307777501642704,0.5661565661430359,0.5478139519691467,-0.008471554145216942,0.5444545149803162,0.56244295835495,-0.0052193994633853436,0.08747369796037674,0.6267087459564209,4.473725709885912e-07,0.10231860727071762,0.5384701490402222,0.006158291827887297,0.1476297378540039,0.46091628074645996,0.0036716461181640625,0.1894017606973648,0.40491825342178345,-0.0009833478834480047,0.21689024567604065,0.35917264223098755,-0.006239761598408222,0.14339721202850342,0.4574298858642578,-0.005597174633294344,0.20310309529304504,0.419196754693985,-0.020123496651649475,0.2473108172416687,0.3931446671485901,-0.029937103390693665,0.2787807285785675,0.3752649426460266,-0.03560738265514374,0.14807948470115662,0.4847586154937744,-0.01619391329586506,0.21918535232543945,0.44550201296806335,-0.025972925126552582,0.26363658905029297,0.4241834878921509,-0.031748633831739426,0.2960983216762543,0.41035494208335876,-0.03685903549194336,0.15418219566345215,0.5219658017158508,-0.02654266729950905,0.22585120797157288,0.48885083198547363,-0.035611990839242935,0.26894325017929077,0.47048696875572205,-0.036433711647987366,0.3007013499736786,0.4587706923484802,-0.03744826838374138,0.16174396872520447,0.5666333436965942,-0.036232855170965195,0.22139756381511688,0.5468594431877136,-0.04138319194316864,0.2616442143917084,0.5343531966209412,-0.03992609679698944,0.29201972484588623,0.5245295763015747,-0.03909500315785408
6,0.7944281697273254,0.5124845504760742,-3.502922538700659e-07,0.7640978097915649,0.4333212673664093,0.02459835819900036,0.718796968460083,0.3837224841117859,0.0300765261054039,0.6844175457954407,0.34468528628349304,0.028466204181313515,0.6667589545249939,0.3082568049430847,0.024248583242297173,0.660159170627594,0.3618902564048767,0.024109413847327232,0.6078560948371887,0.424884170293808,0.022802073508501053,0.583598256111145,0.46556001901626587,0.017442522570490837,0.5668742060661316,0.4899636507034302,0.01305106095969677,0.6513158082962036,0.39849311113357544,0.007736997213214636,0.5972508192062378,0.4560476541519165,0.008576962165534496,0.5718358159065247,0.49180635809898376,0.004138987977057695,0.5537919998168945,0.5181208848953247,-0.001011884305626154,0.6476228833198547,0.44499582052230835,-0.006784355733543634,0.5954630374908447,0.4887954592704773,-0.005655715707689524,0.5707812309265137,0.5179427862167358,-0.004648441914469004,0.5530030727386475,0.5404011607170105,-0.006101283710449934,0.6498031616210938,0.4966936409473419,-0.01948356069624424,0.6026021838188171,0.5179107785224915,-0.018314674496650696,0.5778043866157532,0.535743772983551,-0.013574190437793732,0.5565228462219238,0.5521738529205322,-0.009941254742443562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.7941187620162964,0.4894088804721832,-3.35114322069785e-07,0.7642661333084106,0.41354426741600037,0.026086704805493355,0.7211660146713257,0.3687775135040283,0.03380406275391579,0.6853355765342712,0.33325254917144775,0.03426382318139076,0.6673327088356018,0.299785315990448,0.031675323843955994,0.6584999561309814,0.3572356700897217,0.027306200936436653,0.6078290939331055,0.42656567692756653,0.030959460884332657,0.5882197022438049,0.46748608350753784,0.029642729088664055,0.5730916261672974,0.4889734983444214,0.027399614453315735,0.6526166200637817,0.3896622657775879,0.01045975461602211,0.6003367900848389,0.456279456615448,0.014210402965545654,0.5784331560134888,0.49155813455581665,0.010693293064832687,0.5627453327178955,0.5162003040313721,0.005860550329089165,0.6524515748023987,0.43059101700782776,-0.004270458128303289,0.6014136672019958,0.4847877025604248,-0.0025034400168806314,0.5791597366333008,0.5163683891296387,-0.0025988237466663122,0.5617455244064331,0.5380481481552124,-0.005012153182178736,0.6587375402450562,0.4768208861351013,-0.016825372353196144,0.6090002059936523,0.5044671297073364,-0.01694721169769764,0.5842288732528687,0.5264244675636292,-0.013889254070818424,0.5626601576805115,0.5453123450279236,-0.011412867344915867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.7864723205566406,0.5011256337165833,-2.2302121749362414e-07,0.7642175555229187,0.42712849378585815,0.009522264823317528,0.7216236591339111,0.373587429523468,0.010701724328100681,0.6859332919120789,0.3373626172542572,0.00849314033985138,0.6719480156898499,0.29856592416763306,0.0043163662776350975,0.6560793519020081,0.37127768993377686,0.009879501536488533,0.6071245670318604,0.4250290095806122,0.006850965786725283,0.5839376449584961,0.46238434314727783,0.0015069275395944715,0.5685557126998901,0.48664626479148865,-0.002466114703565836,0.6480091214179993,0.4087243676185608,0.0010040516499429941,0.5977140069007874,0.4561368227005005,0.00037473352858796716,0.5751470327377319,0.49044695496559143,-0.0039847237057983875,0.560145378112793,0.5158821940422058,-0.00839010626077652,0.645388126373291,0.4523698389530182,-0.0069953096099197865,0.5980522036552429,0.48749956488609314,-0.00899918656796217,0.5741692185401917,0.5167522430419922,-0.009832525625824928,0.557388424873352,0.5391388535499573,-0.011260434985160828,0.6488671898841858,0.5002678036689758,-0.01413654163479805,0.6047412157058716,0.5154038071632385,-0.016674915328621864,0.5794479250907898,0.5315504670143127,-0.01436739694327116,0.5578214526176453,0.54784095287323,-0.011569371446967125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.7652134299278259,0.5451338887214661,-2.407253987257718e-07,0.7530491352081299,0.46618321537971497,0.0041016689501702785,0.7150267362594604,0.3991444706916809,0.002935668220743537,0.6911207437515259,0.3489019274711609,-0.0015825069276615977,0.6892972588539124,0.3016485869884491,-0.007377392612397671,0.6444067358970642,0.40400776267051697,0.006503963842988014,0.6028172373771667,0.45599985122680664,0.0012944993795827031,0.6152703166007996,0.4795151352882385,-0.0070113991387188435,0.6351897120475769,0.4830999970436096,-0.011476436629891396,0.6303092837333679,0.4452769458293915,-0.000437462906120345,0.5935160517692566,0.49210137128829956,-0.0033439744729548693,0.6107178926467896,0.5117802023887634,-0.010109776630997658,0.63413006067276,0.5130823254585266,-0.014252194203436375,0.6234354972839355,0.495473712682724,-0.006813542451709509,0.5856239795684814,0.5273387432098389,-0.009207263588905334,0.6003056764602661,0.544675886631012,-0.008857198059558868,0.6215039491653442,0.5442875623703003,-0.008104855194687843,0.620281994342804,0.5482749938964844,-0.012895301915705204,0.5767536759376526,0.5590980648994446,-0.011972385458648205,0.5605015754699707,0.5709971785545349,-0.00639735534787178,0.5504396557807922,0.5740354657173157,-0.0011094690999016166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
