frame_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40248554944992065,0.5799696445465088,2.1883631973196316e-07,0.4465600848197937,0.5451161861419678,-0.006645496468991041,0.47108933329582214,0.4898931384086609,-0.016715234145522118,0.4920634329319,0.451174259185791,-0.029651986435055733,0.5094800591468811,0.41028928756713867,-0.04244554415345192,0.40755003690719604,0.3547346591949463,-0.015935055911540985,0.41579797863960266,0.25093764066696167,-0.03220801427960396,0.41932839155197144,0.19413353502750397,-0.04226738214492798,0.41742420196533203,0.1476198136806488,-0.05008488520979881,0.3856346607208252,0.36121276021003723,-0.033262453973293304,0.39005768299102783,0.23615123331546783,-0.05986614152789116,0.3912447392940521,0.16878822445869446,-0.07615252584218979,0.3884776532649994,0.11573326587677002,-0.08492684364318848,0.37523019313812256,0.39010313153266907,-0.05138230696320534,0.40956729650497437,0.2848459780216217,-0.08742166310548782,0.42963847517967224,0.23375925421714783,-0.10337935388088226,0.4399949908256531,0.18634939193725586,-0.10978354513645172,0.37923645973205566,0.4418909549713135,-0.06843940168619156,0.4320009648799896,0.3745105266571045,-0.0952581837773323,0.46899929642677307,0.3949079215526581,-0.0944150909781456,0.4923432171344757,0.43072038888931274,-0.09068316221237183
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3761276602745056,0.6411136984825134,4.269424209724093e-07,0.43909144401550293,0.5767230987548828,0.006192714441567659,0.46843594312667847,0.5058718919754028,0.00651757325977087,0.4927062392234802,0.45985808968544006,0.003501465544104576,0.5120883584022522,0.4142831563949585,0.0016806683270260692,0.3985846936702728,0.38497355580329895,0.003701235167682171,0.4131713807582855,0.2792495787143707,-0.00960397906601429,0.41533005237579346,0.20745031535625458,-0.018943551927804947,0.4102855920791626,0.1514882892370224,-0.02508275955915451,0.3803340196609497,0.3926810026168823,-0.018745949491858482,0.3899138867855072,0.26329660415649414,-0.042457036674022675,0.3945743441581726,0.178147554397583,-0.05816788226366043,0.3931749165058136,0.11348384618759155,-0.06442561745643616,0.37074655294418335,0.41847801208496094,-0.041333846747875214,0.39734357595443726,0.30775949358940125,-0.07438229024410248,0.41751229763031006,0.23606044054031372,-0.08962299674749374,0.4239243268966675,0.17540287971496582,-0.09304527193307877,0.37945541739463806,0.4656217694282532,-0.062064770609140396,0.4302528202533722,0.3850965201854706,-0.0783122107386589,0.4649377465248108,0.3979581892490387,-0.06898383051156998,0.48235809803009033,0.43562689423561096,-0.05854581668972969
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3779100477695465,0.6514790058135986,4.966327082911448e-07,0.43902382254600525,0.5793485045433044,0.011448814533650875,0.46592357754707336,0.50728440284729,0.011882713064551353,0.4895557761192322,0.4619396924972534,0.007032669615000486,0.5066931247711182,0.42087918519973755,0.002816321561113,0.3913297951221466,0.3844847083091736,0.003702429123222828,0.4059500992298126,0.27478665113449097,-0.008721020072698593,0.4089658856391907,0.2023731917142868,-0.016630157828330994,0.4056265950202942,0.14464408159255981,-0.022419512271881104,0.370888352394104,0.3942199945449829,-0.023036228492856026,0.3832475244998932,0.25793761014938354,-0.04680923745036125,0.39009997248649597,0.1704317033290863,-0.06300659477710724,0.39144688844680786,0.10446146130561829,-0.0707622542977333,0.36104816198349,0.4236098825931549,-0.04933931678533554,0.3905341327190399,0.3132472038269043,-0.08332785218954086,0.412504106760025,0.24125707149505615,-0.10184954851865768,0.4218757748603821,0.1817988157272339,-0.10915426909923553,0.3690560460090637,0.4735702872276306,-0.07324454933404922,0.42658764123916626,0.39247754216194153,-0.09398537874221802,0.4638802111148834,0.40655189752578735,-0.08949659764766693,0.48394525051116943,0.4447254240512848,-0.08324345201253891
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37205594778060913,0.657679557800293,4.7029314487190277e-07,0.43486034870147705,0.5848137140274048,0.011167970485985279,0.46135276556015015,0.5097406506538391,0.012056251987814903,0.48459115624427795,0.4641369581222534,0.007632203865796328,0.5015943050384521,0.4193717837333679,0.00398007920011878,0.3917032480239868,0.3877955973148346,0.006264666561037302,0.40252062678337097,0.2755087614059448,-0.005881867371499538,0.4040514826774597,0.20175327360630035,-0.013181214220821857,0.40047118067741394,0.1432165503501892,-0.01827562227845192,0.3717457056045532,0.3971610367298126,-0.020081017166376114,0.3818981349468231,0.25928956270217896,-0.04437453672289848,0.38860398530960083,0.17007018625736237,-0.060153041034936905,0.38924872875213623,0.1004805862903595,-0.06679726392030716,0.36106425523757935,0.42385414242744446,-0.046394094824790955,0.38998115062713623,0.31016069650650024,-0.08072379976511002,0.4100874364376068,0.23586058616638184,-0.09926643967628479,0.41675665974617004,0.17199687659740448,-0.10607299953699112,0.3687605559825897,0.4713097810745239,-0.07036074250936508,0.42582377791404724,0.3902624547481537,-0.0902511477470398,0.46050482988357544,0.40834134817123413,-0.08499181270599365,0.4789435565471649,0.44726935029029846,-0.07807593047618866
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37526261806488037,0.6445817351341248,4.857826638726692e-07,0.43522271513938904,0.5726820230484009,0.010919786058366299,0.46355152130126953,0.497782438993454,0.009658821858465672,0.4883154034614563,0.4533499777317047,0.003018069313839078,0.5057032108306885,0.40999963879585266,-0.0031173869501799345,0.3898313045501709,0.37310174107551575,0.003544009057804942,0.40280771255493164,0.2630782127380371,-0.00802493654191494,0.4072461724281311,0.19432120025157928,-0.015111363492906094,0.404295951128006,0.13781291246414185,-0.02039319835603237,0.3694190979003906,0.38238561153411865,-0.022430570796132088,0.38253843784332275,0.24563650786876678,-0.04452918469905853,0.3899976313114166,0.16183868050575256,-0.058865103870630264,0.38999414443969727,0.09625265002250671,-0.06529456377029419,0.35957062244415283,0.4084573984146118,-0.048050347715616226,0.39355215430259705,0.29794228076934814,-0.07796309888362885,0.41439658403396606,0.22799940407276154,-0.093471959233284,0.4212658107280731,0.16634702682495117,-0.0998205691576004,0.3673436641693115,0.4545595347881317,-0.07173740118741989,0.4269843101501465,0.3788716197013855,-0.08887344598770142,0.46199727058410645,0.3999779224395752,-0.08240031450986862,0.48108547925949097,0.43980276584625244,-0.07519686222076416
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3773353099822998,0.6403020620346069,4.5627345457432966e-07,0.43979883193969727,0.5653872489929199,0.014199216850101948,0.46603336930274963,0.49554479122161865,0.01349040400236845,0.4874057471752167,0.4530651867389679,0.006122249644249678,0.5038268566131592,0.40756624937057495,-0.0008717369637452066,0.3924943208694458,0.37703388929367065,0.008728240616619587,0.4101807475090027,0.2724107503890991,-0.002677684649825096,0.41703274846076965,0.204605370759964,-0.009524093009531498,0.41542667150497437,0.14968812465667725,-0.014991042204201221,0.3718148469924927,0.38321924209594727,-0.019554277881979942,0.3864973187446594,0.24754764139652252,-0.04441327601671219,0.3941294252872467,0.1640796661376953,-0.05883578211069107,0.3931800425052643,0.09721431136131287,-0.06467646360397339,0.3613499402999878,0.40745511651039124,-0.04746318608522415,0.39915648102760315,0.2959030270576477,-0.07845664769411087,0.41914767026901245,0.22862449288368225,-0.0910223200917244,0.4248548746109009,0.16624528169631958,-0.09495779126882553,0.36882880330085754,0.453259140253067,-0.0733812153339386,0.42816340923309326,0.3764820694923401,-0.09163738787174225,0.4614053964614868,0.39757001399993896,-0.08409062027931213,0.4810599088668823,0.434611052274704,-0.0758480355143547
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3742661774158478,0.6514248847961426,5.312030566528847e-07,0.4359172582626343,0.579863429069519,0.0058470251969993114,0.46327632665634155,0.5104192495346069,0.0013450501719489694,0.48734933137893677,0.46598586440086365,-0.007346713915467262,0.5041497349739075,0.4209277927875519,-0.014999747276306152,0.3872622847557068,0.385603666305542,-0.0031216763891279697,0.404080331325531,0.27184945344924927,-0.01879204623401165,0.40924572944641113,0.1986926943063736,-0.028149276971817017,0.40601351857185364,0.14026972651481628,-0.034289341419935226,0.36808812618255615,0.3946962058544159,-0.027110597118735313,0.3862191140651703,0.25366997718811035,-0.05624915659427643,0.39498746395111084,0.16476088762283325,-0.07385939359664917,0.3950783312320709,0.09408646821975708,-0.0808916836977005,0.35989096760749817,0.42151597142219543,-0.05059641972184181,0.3940950632095337,0.3040636479854584,-0.08681756258010864,0.41462793946266174,0.23026946187019348,-0.10218652337789536,0.42056483030319214,0.16624553501605988,-0.10596299171447754,0.3697760999202728,0.4680172801017761,-0.07224388420581818,0.4259066879749298,0.38302096724510193,-0.09306728839874268,0.4596352279186249,0.4034806787967682,-0.08516095578670502,0.47725749015808105,0.4444645643234253,-0.07535813748836517
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37320470809936523,0.6584977507591248,3.799205217092094e-07,0.4381577670574188,0.5835695266723633,0.00829158816486597,0.4676879048347473,0.5135747790336609,0.008416607975959778,0.49223414063453674,0.47016820311546326,0.0042227087542414665,0.5097846388816833,0.43189409375190735,0.0011753885773941875,0.39573168754577637,0.3932341933250427,0.006273570004850626,0.4133932292461395,0.29035741090774536,-0.003778671147301793,0.4207768738269806,0.22680644690990448,-0.010569276288151741,0.4198797047138214,0.17534464597702026,-0.01576053537428379,0.3738037049770355,0.4033506214618683,-0.018134506419301033,0.382556289434433,0.27205395698547363,-0.0407148152589798,0.38737305998802185,0.19145230948925018,-0.055113133043050766,0.384835809469223,0.12631165981292725,-0.06114894524216652,0.3623267412185669,0.4301914870738983,-0.04278763383626938,0.3943447470664978,0.32347121834754944,-0.07502703368663788,0.41343268752098083,0.253367155790329,-0.0912972241640091,0.41886797547340393,0.18844003975391388,-0.09684048593044281,0.36937156319618225,0.4790685772895813,-0.06555057317018509,0.42684507369995117,0.3991547226905823,-0.08246181905269623,0.45996665954589844,0.4191038906574249,-0.0744825154542923,0.47700175642967224,0.4604407548904419,-0.06604496389627457
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36678868532180786,0.6701616048812866,5.110915708428365e-07,0.4346069097518921,0.6013208627700806,0.005952558945864439,0.4630533456802368,0.5335936546325684,0.0017283695051446557,0.4855440855026245,0.4876444339752197,-0.007748452015221119,0.505320131778717,0.4412195682525635,-0.016071410849690437,0.38408586382865906,0.4105668067932129,0.001748550683259964,0.4006282687187195,0.30168455839157104,-0.011342743411660194,0.40705910325050354,0.23138928413391113,-0.019988439977169037,0.40621036291122437,0.1731402575969696,-0.026402154937386513,0.3663029074668884,0.41795817017555237,-0.021890800446271896,0.3816361725330353,0.2774745225906372,-0.0473368875682354,0.39005833864212036,0.18924009799957275,-0.06366574019193649,0.3903256058692932,0.11778929829597473,-0.07100068032741547,0.36048266291618347,0.4427056908607483,-0.04531388729810715,0.39929720759391785,0.33083468675613403,-0.07704838365316391,0.41956669092178345,0.2641766667366028,-0.09031035006046295,0.4263307452201843,0.2066202014684677,-0.09400004148483276,0.37333253026008606,0.48608338832855225,-0.06750134378671646,0.4310455322265625,0.4076693058013916,-0.08603980392217636,0.4618339538574219,0.4298032224178314,-0.07864100486040115,0.47837379574775696,0.4696457087993622,-0.06996434926986694
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3660198748111725,0.680152177810669,4.0934875755738176e-07,0.4339730441570282,0.6068130731582642,0.01091228798031807,0.46262550354003906,0.5334320664405823,0.011440951377153397,0.48445165157318115,0.48917877674102783,0.005974799394607544,0.5033541321754456,0.4455316960811615,0.00166705169249326,0.38778358697891235,0.41607168316841125,0.010162094607949257,0.4061261713504791,0.3142857253551483,0.000842066016048193,0.4156841039657593,0.25144216418266296,-0.005366262514144182,0.41684451699256897,0.19925545156002045,-0.010710565373301506,0.3667094111442566,0.4247138500213623,-0.015380260534584522,0.3768852949142456,0.2897390127182007,-0.038487859070301056,0.38315749168395996,0.20879414677619934,-0.053477924317121506,0.3809109926223755,0.14205476641654968,-0.06032910943031311,0.3575032651424408,0.4497227668762207,-0.04088582471013069,0.39446622133255005,0.341571569442749,-0.07075490057468414,0.4142254889011383,0.27638736367225647,-0.08467762172222137,0.4203532636165619,0.21702130138874054,-0.08956838399171829,0.36676666140556335,0.4944121837615967,-0.06477241963148117,0.4248487651348114,0.41687023639678955,-0.08214490860700607,0.4582686424255371,0.43443453311920166,-0.076153963804245,0.4769432246685028,0.46812716126441956,-0.06934193521738052
