frame_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
0,0.7921338081359863,0.7400238513946533,-5.573774615186267e-07,0.6884356737136841,0.6697027087211609,0.01934952475130558,0.6525751352310181,0.580623209476471,0.02254931628704071,0.6351835131645203,0.5119045972824097,0.01615404151380062,0.617578387260437,0.4662000834941864,0.006997724995017052,0.7133049964904785,0.44242212176322937,0.026746194809675217,0.6246799230575562,0.38145434856414795,0.011376970447599888,0.5629470944404602,0.3464089035987854,-0.0061151813715696335,0.5140063762664795,0.3141443133354187,-0.021849893033504486,0.7289110422134399,0.43411847949028015,0.0009240207145921886,0.616216242313385,0.36240819096565247,-0.017788786441087723,0.5492624640464783,0.3277542293071747,-0.038168784230947495,0.49547842144966125,0.29375022649765015,-0.05644213780760765,0.731109619140625,0.4535626471042633,-0.026356982067227364,0.6241053342819214,0.37166133522987366,-0.04989243298768997,0.5571695566177368,0.33553141355514526,-0.06560772657394409,0.5042956471443176,0.30013132095336914,-0.07830557972192764,0.7181260585784912,0.48999854922294617,-0.05280979350209236,0.6517009139060974,0.41278940439224243,-0.07743753492832184,0.6023538112640381,0.37060773372650146,-0.09128480404615402,0.5561487674713135,0.33063167333602905,-0.10267098248004913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7902570962905884,0.7276037335395813,-3.628707361258421e-07,0.6875736713409424,0.672301173210144,0.006333385594189167,0.6532167792320251,0.5853224992752075,0.005655343644320965,0.6370654702186584,0.518875777721405,-0.0014752321876585484,0.6208968758583069,0.46903616189956665,-0.010193885304033756,0.703191876411438,0.44601619243621826,0.020847879350185394,0.6250802874565125,0.39383354783058167,0.0037021865136921406,0.567277193069458,0.35885193943977356,-0.01662546396255493,0.5211387872695923,0.3258126378059387,-0.03380974382162094,0.7195757627487183,0.435850590467453,0.001328453654423356,0.6207151412963867,0.3717102110385895,-0.018000319600105286,0.5560977458953857,0.33485695719718933,-0.03971901908516884,0.5019756555557251,0.2975189983844757,-0.057764675468206406,0.7270175218582153,0.44938555359840393,-0.02092193439602852,0.633185625076294,0.3798598647117615,-0.04426166042685509,0.5698119401931763,0.338767409324646,-0.05990547314286232,0.5176767706871033,0.300351619720459,-0.07114408165216446,0.7222935557365417,0.48013588786125183,-0.043718550354242325,0.6590574979782104,0.41130051016807556,-0.06495003402233124,0.6147459149360657,0.37008076906204224,-0.075429268181324,0.5744122266769409,0.33249253034591675,-0.08341836929321289,0.226104274392128,0.7849090099334717,1.8407017421395722e-07,0.33849817514419556,0.6945146918296814,0.05360439047217369,0.3749173879623413,0.5971139073371887,0.07011955976486206,0.4057307541370392,0.5310485363006592,0.06786222755908966,0.4356519877910614,0.4851893186569214,0.062259308993816376,0.3148404359817505,0.46998655796051025,0.07290467619895935,0.4003159701824188,0.38636672496795654,0.06945353746414185,0.45236024260520935,0.3623732626438141,0.059294454753398895,0.4877620041370392,0.3418971300125122,0.04729790985584259,0.29671624302864075,0.47569575905799866,0.026718152686953545,0.40344884991645813,0.3839503228664398,0.020248813554644585,0.45234888792037964,0.3530542254447937,0.008683987893164158,0.4843824505805969,0.3184444308280945,-0.0028051543049514294,0.28932303190231323,0.5008105039596558,-0.020757785066962242,0.377574622631073,0.4006219506263733,-0.02928735315799713,0.42594558000564575,0.356444776058197,-0.03389142081141472,0.45787128806114197,0.30690717697143555,-0.04156859591603279,0.29108360409736633,0.5400444865226746,-0.06580866128206253,0.34533509612083435,0.4600974917411804,-0.07327492535114288,0.37254467606544495,0.41644346714019775,-0.0719280019402504,0.3948800265789032,0.3712773621082306,-0.07428126037120819
2,0.7910676598548889,0.7209623456001282,-3.070157106321858e-07,0.6867790818214417,0.6660568118095398,0.007726467214524746,0.6545188426971436,0.5786740779876709,0.00889233686029911,0.6374652981758118,0.5091080665588379,0.0037984016817063093,0.618075430393219,0.45706650614738464,-0.0028723226860165596,0.7011041045188904,0.4524564743041992,0.020735863596200943,0.6220040917396545,0.3972724676132202,0.002896784106269479,0.563407838344574,0.35853853821754456,-0.016332898288965225,0.5168750286102295,0.3222121000289917,-0.03234976902604103,0.7201729416847229,0.4397074580192566,0.0006501512252725661,0.6193220615386963,0.3741217851638794,-0.019915936514735222,0.5533233284950256,0.3350990414619446,-0.0409376434981823,0.4982612729072571,0.2961849570274353,-0.05759245529770851,0.7299920916557312,0.45137763023376465,-0.02201949432492256,0.6340004801750183,0.3810293972492218,-0.04736338555812836,0.5709913372993469,0.33981388807296753,-0.06272625178098679,0.5191614031791687,0.30072563886642456,-0.07276260852813721,0.7271802425384521,0.4826226532459259,-0.04486566781997681,0.6636878848075867,0.4152848720550537,-0.06876888126134872,0.6208207607269287,0.37230339646339417,-0.0802023708820343,0.5813372135162354,0.33238476514816284,-0.08805722743272781,0.24270616471767426,0.7467250823974609,1.6290627513626532e-07,0.33815979957580566,0.6764125227928162,0.0551593191921711,0.36224597692489624,0.5891011953353882,0.07888989895582199,0.3792116641998291,0.5291864275932312,0.08326047658920288,0.3933473825454712,0.4766981601715088,0.08475495874881744,0.31905853748321533,0.46899011731147766,0.09750577807426453,0.38905999064445496,0.39365553855895996,0.10119820386171341,0.431401789188385,0.3662106692790985,0.09370152652263641,0.45997604727745056,0.3353506624698639,0.08294221758842468,0.3018673062324524,0.46176785230636597,0.05094841867685318,0.39306220412254333,0.37418732047080994,0.05009722337126732,0.43791696429252625,0.3330840766429901,0.03807990625500679,0.4695119857788086,0.29325756430625916,0.02591140754520893,0.2920960783958435,0.47422248125076294,0.001017141155898571,0.37473705410957336,0.38456520438194275,-0.007560602389276028,0.4189125597476959,0.3404374122619629,-0.018220098689198494,0.4499434232711792,0.2911096513271332,-0.029045378789305687,0.28816789388656616,0.5030661225318909,-0.04650392010807991,0.34523463249206543,0.43385136127471924,-0.0557330921292305,0.3688957393169403,0.3918686807155609,-0.0597928911447525,0.3882942795753479,0.3443816900253296,-0.06621577590703964
3,0.7858889102935791,0.7152242660522461,-2.8485385428211885e-07,0.6848897933959961,0.6608327627182007,0.004727902822196484,0.655109167098999,0.5709038376808167,0.004648467525839806,0.6391861438751221,0.5004758834838867,-0.00122659164480865,0.6184648871421814,0.44860878586769104,-0.007922959513962269,0.7046999931335449,0.4491186738014221,0.020016314461827278,0.6247344613075256,0.39619672298431396,0.002088190522044897,0.5666398406028748,0.3604127764701843,-0.017122117802500725,0.5206952095031738,0.3265412449836731,-0.03265299275517464,0.723242998123169,0.4371134042739868,0.0016380513552576303,0.6236202716827393,0.37093979120254517,-0.018253445625305176,0.5590822696685791,0.3327072560787201,-0.0381588339805603,0.5050951242446899,0.2952626347541809,-0.053650349378585815,0.7323324084281921,0.4485597610473633,-0.019699309021234512,0.6369523406028748,0.37627163529396057,-0.043438300490379333,0.5760478973388672,0.33546867966651917,-0.05697204917669296,0.5261386632919312,0.29621851444244385,-0.06557372212409973,0.7281875610351562,0.4788717031478882,-0.04167885705828667,0.665696382522583,0.4125314950942993,-0.06324426829814911,0.6237005591392517,0.3697381913661957,-0.07295718789100647,0.5854006409645081,0.32946330308914185,-0.07942872494459152,0.2261359542608261,0.7720719575881958,2.589155769783247e-07,0.3253463804721832,0.6789989471435547,0.0659462958574295,0.35203948616981506,0.5861074924468994,0.09139326214790344,0.3684907555580139,0.5261795520782471,0.09762758016586304,0.3902069330215454,0.4766968786716461,0.09995541721582413,0.30025583505630493,0.47962650656700134,0.08164940774440765,0.37266039848327637,0.41974055767059326,0.0780438780784607,0.4186294376850128,0.3760754466056824,0.06414085626602173,0.4542504549026489,0.33252376317977905,0.04790529981255531,0.28327271342277527,0.4797442555427551,0.028567494824528694,0.3708726763725281,0.40107831358909607,0.020986666902899742,0.42517101764678955,0.35041648149490356,0.002429923042654991,0.4668482542037964,0.2987024784088135,-0.015561473555862904,0.2741861939430237,0.49859005212783813,-0.02459506317973137,0.3532949686050415,0.4089645743370056,-0.036983925849199295,0.40355613827705383,0.3573310375213623,-0.049877867102622986,0.44045186042785645,0.30086570978164673,-0.06326005607843399,0.2762877941131592,0.5317731499671936,-0.07403773814439774,0.3294765055179596,0.4554852545261383,-0.09013816714286804,0.35879984498023987,0.4045642614364624,-0.09957657754421234,0.38301706314086914,0.35138845443725586,-0.10957586020231247
4,0.7853464484214783,0.7236475944519043,-3.6302802186582994e-07,0.6879587769508362,0.6695274710655212,0.006123123690485954,0.6531266570091248,0.5756778717041016,0.008272005245089531,0.6336508989334106,0.5037875175476074,0.004280879627913237,0.6108865737915039,0.44842660427093506,-0.0008224431658163667,0.6981778740882874,0.4555724859237671,0.02273937501013279,0.6231815814971924,0.40054982900619507,0.004390825051814318,0.5626323223114014,0.3622487187385559,-0.015655670315027237,0.5127300024032593,0.330089807510376,-0.03185129910707474,0.7181395888328552,0.4431164264678955,0.003378280671313405,0.6207787394523621,0.3785751461982727,-0.018570277839899063,0.5520618557929993,0.3394225239753723,-0.040080469101667404,0.49378275871276855,0.3067583739757538,-0.0562017597258091,0.7286732196807861,0.4534771740436554,-0.019114676862955093,0.6365269422531128,0.3823198676109314,-0.04488075524568558,0.5725780725479126,0.34231048822402954,-0.06004014238715172,0.518819272518158,0.3099979758262634,-0.06908625364303589,0.7273136973381042,0.48276177048683167,-0.042115408927202225,0.6658022999763489,0.41326236724853516,-0.06649574637413025,0.6204249262809753,0.3687650263309479,-0.07833114266395569,0.5783847570419312,0.3310011029243469,-0.08570285886526108,0.2544827163219452,0.7534242868423462,1.6666272983911767e-07,0.343462735414505,0.6778743863105774,0.03795773908495903,0.36318039894104004,0.5815647840499878,0.05084676668047905,0.37523454427719116,0.515123188495636,0.04935864731669426,0.3863031268119812,0.466096431016922,0.04591880366206169,0.3125303387641907,0.4717147946357727,0.055315278470516205,0.3852328062057495,0.39975297451019287,0.04419221356511116,0.43103453516960144,0.3815150260925293,0.03024258092045784,0.46507275104522705,0.3619082570075989,0.016550187021493912,0.29464370012283325,0.4675298035144806,0.017432210966944695,0.3877803087234497,0.39218950271606445,0.0011359957279637456,0.4385414719581604,0.3713650107383728,-0.014077081345021725,0.47696438431739807,0.3489036560058594,-0.02621847204864025,0.2844548523426056,0.4842994213104248,-0.02306997962296009,0.3688145577907562,0.392561674118042,-0.04421500861644745,0.4156710207462311,0.34805116057395935,-0.05722779035568237,0.45000869035720825,0.3012242615222931,-0.06746868044137955,0.28286993503570557,0.5166276097297668,-0.06143554672598839,0.3359389305114746,0.4411724805831909,-0.08172153681516647,0.36174726486206055,0.39603304862976074,-0.09059056639671326,0.38556694984436035,0.34618115425109863,-0.0983666405081749
5,0.7823851704597473,0.7169330716133118,-2.981301179261209e-07,0.6845098733901978,0.6651960611343384,0.005427147261798382,0.6539193391799927,0.5751535296440125,0.006025237031280994,0.6355774402618408,0.5060954689979553,0.0004450641863513738,0.611294686794281,0.45312371850013733,-0.0060194749385118484,0.6986764669418335,0.45765992999076843,0.023066319525241852,0.623110294342041,0.4017629623413086,0.005534068215638399,0.565450131893158,0.36449944972991943,-0.013772951439023018,0.5191976428031921,0.3315860629081726,-0.029164135456085205,0.7164086699485779,0.4455319344997406,0.004367304500192404,0.6203063726425171,0.37854284048080444,-0.015041227452456951,0.5555228590965271,0.3392288088798523,-0.03548610210418701,0.5014100670814514,0.3029051423072815,-0.051390424370765686,0.7251681089401245,0.45341014862060547,-0.01745663397014141,0.6349208354949951,0.3800974488258362,-0.04045945405960083,0.5745010375976562,0.3392348289489746,-0.05445944145321846,0.5242400169372559,0.3023283779621124,-0.06334400922060013,0.7227063179016113,0.4779626131057739,-0.03993309661746025,0.6616600155830383,0.4076959490776062,-0.06006914749741554,0.6200414896011353,0.36455515027046204,-0.06914146989583969,0.5817095637321472,0.3262418806552887,-0.07520308345556259,0.2668085992336273,0.7509501576423645,3.1389993182528997e-07,0.34905239939689636,0.6779298782348633,0.01405532006174326,0.3661288022994995,0.5793123245239258,0.013186773285269737,0.3730331361293793,0.5122004747390747,0.0031605614349246025,0.3823969066143036,0.45939648151397705,-0.007136914413422346,0.31938645243644714,0.46047404408454895,0.02054937183856964,0.3942052721977234,0.38645896315574646,-0.004409004468470812,0.4420250356197357,0.3695474863052368,-0.025222457945346832,0.47970664501190186,0.3528957664966583,-0.04161253198981285,0.30018389225006104,0.45901262760162354,-0.0073789129965007305,0.3960379958152771,0.3828987181186676,-0.03605826199054718,0.4457126557826996,0.35906004905700684,-0.054008301347494125,0.4843204915523529,0.32984596490859985,-0.06588432192802429,0.28753429651260376,0.47803208231925964,-0.03915926814079285,0.3697841465473175,0.38985997438430786,-0.06900886446237564,0.4178406000137329,0.34536656737327576,-0.08250432461500168,0.4552038609981537,0.29703450202941895,-0.09062701463699341,0.28166666626930237,0.5127403140068054,-0.07061472535133362,0.33445775508880615,0.44297313690185547,-0.09422582387924194,0.36107227206230164,0.39904776215553284,-0.10260982811450958,0.38522061705589294,0.34985849261283875,-0.10869891941547394
6,0.7682529091835022,0.7207747101783752,-2.0069440154202312e-07,0.6793364882469177,0.6670509576797485,0.006960378959774971,0.6512123346328735,0.5737400054931641,0.010832251980900764,0.6350937485694885,0.5055317282676697,0.007484534289687872,0.6139249205589294,0.44877496361732483,0.003420683089643717,0.683756411075592,0.4641764461994171,0.03302804380655289,0.6256500482559204,0.396058589220047,0.01859525963664055,0.5759968757629395,0.3518977761268616,0.0010916610481217504,0.5347200036048889,0.3136402666568756,-0.013218045234680176,0.7042527198791504,0.4504854083061218,0.013018151745200157,0.629946231842041,0.3724668025970459,-0.003520021913573146,0.5744885206222534,0.325413316488266,-0.023825818672776222,0.5245531797409058,0.2820276916027069,-0.03887186199426651,0.7204465270042419,0.45418184995651245,-0.010459202341735363,0.6449804306030273,0.37370720505714417,-0.030818957835435867,0.5914581418037415,0.3261128067970276,-0.04459848254919052,0.5431495308876038,0.2828045189380646,-0.05287429690361023,0.7276006937026978,0.4727746546268463,-0.03476349264383316,0.6695206165313721,0.3994305729866028,-0.051657237112522125,0.6324708461761475,0.35454776883125305,-0.05838096886873245,0.5979157090187073,0.31539732217788696,-0.0625452920794487,0.2614386975765228,0.7752407193183899,4.653321923342446e-07,0.3412119150161743,0.6825476884841919,0.030799109488725662,0.35117602348327637,0.5894450545310974,0.046058427542448044,0.3559252619743347,0.521041750907898,0.048615824431180954,0.3676266372203827,0.463731050491333,0.049590159207582474,0.3021545112133026,0.49622878432273865,0.06627815961837769,0.3535238802433014,0.42058995366096497,0.056185513734817505,0.3955083191394806,0.37007346749305725,0.03839455172419548,0.4281315803527832,0.325101375579834,0.023568443953990936,0.2809835970401764,0.4873855412006378,0.035017430782318115,0.3471946716308594,0.401993066072464,0.02560385689139366,0.39649638533592224,0.3476102352142334,0.00833907537162304,0.43889421224594116,0.2986941933631897,-0.00555709982290864,0.26384422183036804,0.49478012323379517,-0.00025360018480569124,0.33134233951568604,0.4069974422454834,-0.01435700710862875,0.3814093768596649,0.3497510552406311,-0.026788288727402687,0.42222511768341064,0.2979993224143982,-0.03605862334370613,0.253500372171402,0.5166478753089905,-0.03479539975523949,0.30731722712516785,0.4383379817008972,-0.04760204628109932,0.34049052000045776,0.39043107628822327,-0.05261601135134697,0.3701317310333252,0.3433050513267517,-0.05704684555530548
7,0.7589715719223022,0.7503933906555176,-1.3888907801629102e-07,0.6681232452392578,0.6795340776443481,0.010368394665420055,0.646461009979248,0.582630455493927,0.014466490596532822,0.6311502456665039,0.5185297131538391,0.01043569203466177,0.6097992062568665,0.4646707773208618,0.005890784785151482,0.7010828852653503,0.4909273386001587,0.03937452286481857,0.646368145942688,0.4117368161678314,0.024840187281370163,0.596794605255127,0.36187130212783813,0.007260683458298445,0.5563322901725769,0.32037848234176636,-0.0066416445188224316,0.7188172340393066,0.4845167398452759,0.018891073763370514,0.6487336158752441,0.3910650312900543,0.00011106790043413639,0.5961655974388123,0.33974650502204895,-0.022073334082961082,0.5511760711669922,0.29557186365127563,-0.037330031394958496,0.7295322418212891,0.48948127031326294,-0.004906780552119017,0.6613583564758301,0.39136093854904175,-0.025672415271401405,0.6104115843772888,0.3369801640510559,-0.04032015800476074,0.5666259527206421,0.292886883020401,-0.0480506457388401,0.729815661907196,0.5051108598709106,-0.02924114651978016,0.6864997744560242,0.4204913377761841,-0.04310904070734978,0.6530259847640991,0.36754024028778076,-0.049479495733976364,0.6212416887283325,0.32436129450798035,-0.05353926867246628,0.28018760681152344,0.7962818145751953,4.958441763847077e-07,0.3506730794906616,0.6959608793258667,0.05027450993657112,0.3513259291648865,0.6008288860321045,0.07741472870111465,0.3510415256023407,0.5321389436721802,0.08622857928276062,0.3550899624824524,0.4724011719226837,0.09285791963338852,0.309411883354187,0.5287424921989441,0.11074863374233246,0.34492525458335876,0.44268012046813965,0.11745074391365051,0.37568384408950806,0.38718611001968384,0.10740981251001358,0.39852064847946167,0.33300668001174927,0.09601499885320663,0.28776147961616516,0.5206519365310669,0.06953469663858414,0.33792293071746826,0.4221075177192688,0.07437582314014435,0.37557148933410645,0.3561423420906067,0.05816387012600899,0.406272292137146,0.2978632152080536,0.04293966293334961,0.2639409005641937,0.5237326622009277,0.023985605686903,0.3177536129951477,0.4267643988132477,0.021995801478624344,0.3600441813468933,0.36202746629714966,0.009343355894088745,0.3909538984298706,0.3041823208332062,-0.0024062010925263166,0.24329352378845215,0.5372288227081299,-0.019974349066615105,0.2896188199520111,0.45018264651298523,-0.02236895076930523,0.3175329566001892,0.3975953161716461,-0.024417033419013023,0.3397756516933441,0.3468248248100281,-0.02913888357579708
8,0.7153465151786804,0.8124423027038574,-1.6631680921364023e-07,0.6514648795127869,0.7361577749252319,0.008874170482158661,0.639095664024353,0.6251910924911499,0.017197102308273315,0.6342992782592773,0.5545172691345215,0.01740259677171707,0.6147278547286987,0.4962274730205536,0.016763661056756973,0.6824120879173279,0.5413303971290588,0.04160141199827194,0.649623453617096,0.4564307928085327,0.03135048598051071,0.6139144897460938,0.39766278862953186,0.015927383676171303,0.5848343372344971,0.3463234603404999,0.0025111394934356213,0.7011674046516418,0.5356743931770325,0.021437374874949455,0.6562442779541016,0.43954646587371826,0.006224151235073805,0.6159863471984863,0.3783876597881317,-0.015527726151049137,0.5782929062843323,0.3229252099990845,-0.03013148158788681,0.7182443737983704,0.5423106551170349,-0.002074240939691663,0.6712436079978943,0.44218090176582336,-0.019883424043655396,0.6311131119728088,0.3806700110435486,-0.03334144502878189,0.5931029319763184,0.32484832406044006,-0.040451906621456146,0.7314245104789734,0.5579527020454407,-0.02659897319972515,0.695800244808197,0.4681137204170227,-0.04096277430653572,0.6669472455978394,0.4122633934020996,-0.046485573053359985,0.6397502422332764,0.36440718173980713,-0.04923493415117264,0.30471664667129517,0.8287505507469177,4.714484873602487e-07,0.36394423246383667,0.7268061637878418,0.06762426346540451,0.35374337434768677,0.6311017274856567,0.1063155084848404,0.34553536772727966,0.5649055242538452,0.12313948571681976,0.34048745036125183,0.5058405995368958,0.13731223344802856,0.3084765076637268,0.5666128993034363,0.14284944534301758,0.3289259076118469,0.4716522693634033,0.16282182931900024,0.35030385851860046,0.41405004262924194,0.15953537821769714,0.36602234840393066,0.3617665767669678,0.1515212059020996,0.28708499670028687,0.559680163860321,0.09452463686466217,0.3165454566478729,0.45031851530075073,0.10914096981287003,0.3459559977054596,0.3798341155052185,0.09406613558530807,0.37018728256225586,0.3239148259162903,0.07879702746868134,0.2638089060783386,0.5626694560050964,0.04243361949920654,0.29775741696357727,0.4534681737422943,0.04896058514714241,0.3334164023399353,0.38371390104293823,0.03628864139318466,0.3576306998729706,0.32397884130477905,0.022947654128074646,0.24343781173229218,0.5738306045532227,-0.006820120848715305,0.2775115966796875,0.4803990125656128,-0.0023833992891013622,0.2989814579486847,0.4250093102455139,-0.0030309942085295916,0.3139835298061371,0.37244677543640137,-0.008187631145119667
9,0.6913281679153442,0.8588118553161621,-1.5498541472425131e-07,0.634133517742157,0.781816303730011,0.006376940291374922,0.6273589134216309,0.6736484169960022,0.013505583629012108,0.6305714249610901,0.6014915704727173,0.013023262843489647,0.6156508922576904,0.53868168592453,0.011991086415946484,0.6685963869094849,0.5889715552330017,0.038030777126550674,0.6446841955184937,0.5008174180984497,0.026426255702972412,0.6154801845550537,0.4401095509529114,0.010100457817316055,0.5913087725639343,0.388355016708374,-0.0037835375405848026,0.6861415505409241,0.5845078229904175,0.019241394475102425,0.6543462872505188,0.48327311873435974,0.004476870410144329,0.6220059394836426,0.41918864846229553,-0.015985894948244095,0.5925098657608032,0.3626004457473755,-0.03012004680931568,0.7034950256347656,0.5930711030960083,-0.0033640903420746326,0.6720265746116638,0.4857842028141022,-0.020912548527121544,0.6403822898864746,0.4219924211502075,-0.033805713057518005,0.6114487648010254,0.3667373061180115,-0.041147228330373764,0.718644917011261,0.6107974052429199,-0.027360614389181137,0.699365496635437,0.52135169506073,-0.042736370116472244,0.6788930892944336,0.4626026153564453,-0.04996072128415108,0.6597938537597656,0.41277065873146057,-0.05424489080905914,0.326445072889328,0.8691481947898865,3.905273331383796e-07,0.3780156373977661,0.7592774629592896,0.06166844069957733,0.36129409074783325,0.6638734340667725,0.09648950397968292,0.3483112156391144,0.5992276072502136,0.11056879907846451,0.3406679928302765,0.5386886596679688,0.12197805196046829,0.3127082288265228,0.6065053343772888,0.1262378841638565,0.326003760099411,0.509209930896759,0.1418539583683014,0.34145238995552063,0.4478117823600769,0.13900548219680786,0.35241132974624634,0.3909233510494232,0.1315000355243683,0.292403906583786,0.603687047958374,0.07874516397714615,0.31285810470581055,0.4900972843170166,0.08851808309555054,0.3364589214324951,0.41473188996315,0.07553155720233917,0.35559147596359253,0.3555486798286438,0.0623297281563282,0.27073681354522705,0.6114403605461121,0.027268676087260246,0.2935674488544464,0.4991779625415802,0.02849937230348587,0.3236183822154999,0.4216052293777466,0.015880366787314415,0.3443233072757721,0.3573242425918579,0.003553141141310334,0.2528361976146698,0.6269471049308777,-0.021819474175572395,0.27529868483543396,0.5271497368812561,-0.023370610550045967,0.29442086815834045,0.4651447534561157,-0.02703692950308323,0.30968499183654785,0.40943843126296997,-0.03363450616598129
